,Ph1-Ph2,Ph1-Ph3,Ph1-Ph4,Ph1-Ph5,Max_Delta_Stress,Recovery_Delta_Last_Phase,Resilience_Index,Ph1-Ph6,population_max_delta_stress,stress_factor
100,3.5950206546179317,3.3945368949399284,3.766071525718112,3.672638455004402,3.766071525718112,3.672638455004402,0.11274418369726999,,0.0934330707137101,0.44312494089605337
208,3.5907969335337038,3.6730129619666614,3.394194039336731,3.5688700772703217,3.5907969335337038,3.5688700772703217,0.026458784791920927,,0.02192685626338209,0.3889689852716055
209,3.660296909206106,3.706395710526189,3.793030420624738,3.6842898918738065,3.793030420624738,3.6842898918738065,0.13121544711292807,,0.10874052875093154,0.45471819925211865
210,4.005778162742022,3.8926610572822824,3.966716989186752,3.89200946664526,4.005778162742022,3.89200946664526,0.13728285577849517,,0.11376869609676188,0.45852633270941756
211,3.8425534859920734,3.868074328231699,3.5775438388508585,3.9327500329133067,3.8425534859920734,3.9327500329133067,-0.10883872249159393,,-0.09019654692123336,0.3040511904476865
212,3.7117192414250684,3.298133871543891,3.5271818069663756,3.9740249324504,3.7117192414250684,3.9740249324504,-0.31652005856059073,,-0.26230569102533163,0.17370258729043345
215,3.57424229259229,3.3262483141376724,3.9943006573658737,3.422282109519259,3.9943006573658737,3.422282109519259,0.6902455816129033,,0.5720185478466147,0.8055864984173084
216,3.646125889728275,3.7275453845843978,4.110556269668253,3.7048015246943096,4.110556269668253,3.7048015246943096,0.4896177247941879,,0.40575474497394337,0.6796649236347544
217,3.724921044065577,3.6682403762077795,3.659466027784213,3.4949589199353017,3.724921044065577,3.4949589199353017,0.2774915965868361,,0.2299621241302754,0.5465266020679161
219,3.7008889235140905,3.496173206706371,3.737483193906926,3.548849731448472,3.737483193906926,3.548849731448472,0.22762096525793965,,0.18863346245845403,0.515225921634445
220,3.704235843514131,3.6752371442660587,3.7001998479605187,3.606322828446372,3.704235843514131,3.606322828446372,0.1181500604960119,,0.09791301506775918,0.4465178721189251
231,3.66409893470977,3.678294620887516,3.6480709949630925,3.341351009684113,3.66409893470977,3.341351009684113,0.3894547302047084,,0.3227479250256571,0.6167988679750941
233,3.6355382398062166,4.187896346557315,3.772816217582107,3.605600704671017,3.772816217582107,3.605600704671017,0.2017762700152249,,0.16721551291109016,0.4990048206550408
235,4.086764441376618,3.992015450563441,4.2167128281460045,4.072396358515909,4.2167128281460045,4.072396358515909,0.17414436278534348,,0.1443164696300956,0.4816619983381175
237,3.9091186329010355,3.6653690060062085,3.4006949458332842,3.609208695894824,3.9091186329010355,3.609208695894824,0.3618964973769541,,0.29990993700621127,0.5995022864787832
239,4.016607518085165,3.959762478191529,3.808822780816947,3.576135550400656,4.016607518085165,3.576135550400656,0.5315104390637687,,0.4404719676845086,0.7059583638199216
244,3.6342809439981414,3.808013967901879,3.6867191730086826,3.7609695880700342,3.6867191730086826,3.7609695880700342,-0.089596781646257,,-0.07425041506135166,0.3161281548908991
245,3.9219773673478553,3.952143668820146,3.8698388369237877,3.5826434647448138,3.9219773673478553,3.5826434647448138,0.4094687625863824,,0.3393339026030415,0.6293604260518803
246,4.123201104022717,3.899918168223131,3.7574932435654653,3.942793726189733,4.123201104022717,3.942793726189733,0.21769468124480792,,0.18040737783298377,0.5089958131415757
256,3.609926217924814,3.83789960237505,3.9734414426252846,3.844864502802553,3.9734414426252846,3.844864502802553,0.15515172531389057,,0.12857693982273144,0.46974150605154286
260,3.519311748032407,3.6773939206088953,3.5278179461847383,3.1758118825882926,3.5278179461847383,3.1758118825882926,0.4247600554441274,,0.3520060635964457,0.6389578155053715
261,3.6861423180675463,3.5672412871771133,3.9382682519639447,3.7435364460647844,3.9382682519639447,3.7435364460647844,0.23497973820499143,,0.19473180589916028,0.5198445637943785
263,3.296063853792555,3.6463599986698445,3.5127965226544,3.2767858723935963,3.5127965226544,3.2767858723935963,0.28479025578693407,,0.2360106502608037,0.5511075145835094
264,3.7346283712656367,3.953423646882437,3.6601353542757993,3.8171358055231446,3.7346283712656367,3.8171358055231446,-0.09956039390829856,,-0.08250743425750784,0.30987461778766073
269,3.5716039124010743,3.7925560200533672,3.5536005348147053,3.444511288807671,3.5716039124010743,3.444511288807671,0.15336062479299492,,0.12709262359340334,0.4686173441242746
278,3.038565336127464,3.081789502437414,3.0109940317036186,3.1437590760072593,3.038565336127464,3.1437590760072593,-0.12693559402698945,,-0.10519373987979552,0.2926929144908554
279,3.3334367452445237,3.495579724625092,3.444112459946864,3.535321725398454,3.444112459946864,3.535321725398454,-0.11006075365409292,,-0.0912092654515897,0.30328419781338717
280,3.635235310204815,3.6380354048360934,3.426530454071519,3.2934293936098498,3.635235310204815,3.2934293936098498,0.4124517021117422,,0.3418059165949652,0.6312326308816105
281,3.5232476781742643,3.725867621801632,3.638903590684316,3.7651566729544035,3.638903590684316,3.7651566729544035,-0.15234756378093192,,-0.12625308227008736,0.2767434082733092
282,3.409087929052972,3.523497648984258,3.2539650580918087,3.302752344047813,3.409087929052972,3.302752344047813,0.128313440174873,,0.10633558500515905,0.45289679075250044
283,3.5717104387047036,3.5108100783479737,3.5795725766182205,3.8695721514547405,3.5795725766182205,3.8695721514547405,-0.349937822740328,,-0.28999957483652006,0.1527283439428267
284,3.5787741930022388,3.6369670750334744,3.320792342094708,3.1731206329361763,3.5787741930022388,3.1731206329361763,0.48949562659325785,,0.40565356006606246,0.6795882902201178
285,3.4779882964743694,3.3930248530578675,3.2425277610494834,3.0109301654505787,3.4779882964743694,3.0109301654505787,0.5635915347661046,,0.4670581310237907,0.7260936638507552
287,3.4639672902609697,3.453713942999031,3.3279314629137504,3.508292121183831,3.4639672902609697,3.508292121183831,-0.05348606057516848,,-0.044324830922861214,0.3387925990807892
288,3.5768021070156317,3.418299705182375,3.4679386416268643,3.3832554020301737,3.5768021070156317,3.3832554020301737,0.233549695993025,,0.193546704985458,0.5189470156164151
289,3.444087662732455,3.1739564501093063,3.4851620853040117,3.652128541394467,3.4851620853040117,3.652128541394467,-0.2014757371554758,,-0.16696645609045513,0.245908722324873
292,3.508427638073274,3.5235320092156055,3.470857206492532,3.530346994832779,3.508427638073274,3.530346994832779,-0.026449735261210975,,-0.02191935675950507,0.35576161182832194
304,3.5377174614710927,3.6489155117800944,3.3844996641929637,3.4584523541420524,3.5377174614710927,3.4584523541420524,0.09564793015175721,,0.07926510732904024,0.4323946903542354
305,4.024399520517031,3.9862321855973106,4.124296566457349,4.084163114215252,4.124296566457349,4.084163114215252,0.0484283913332268,,0.04013345224209708,0.4027579351058953
306,3.8420766194626643,3.7830595199982318,3.6854886736576713,3.430976163980419,3.8420766194626643,3.430976163980419,0.4960683076866969,,0.4111004554822455,0.6837135516217646
307,3.6825977483896803,3.6817968155044736,3.491452104476936,3.7589586305003837,3.6825977483896803,3.7589586305003837,-0.09214344829096387,,-0.07636088211070335,0.31452977129934506
308,3.6291753167126397,3.647727520317379,3.891441087728209,3.7898151323384672,3.891441087728209,3.7898151323384672,0.12263040586538643,,0.10162595538974184,0.4493299050710148
309,3.6398562814427446,3.6691591883381576,3.558659336821648,3.41122389215799,3.6398562814427446,3.41122389215799,0.2758870269355677,,0.22863238928475482,0.545519513917049
310,3.727577404443781,3.9572944502263008,4.069327568885021,3.780431178512531,4.069327568885021,3.780431178512531,0.3486066277906761,,0.28889639037249015,0.5911610654066216
311,3.8632039933776707,3.8943830821948375,3.9912240908722603,3.8394842641731284,3.9912240908722603,3.8394842641731284,0.18310200836681367,,0.15173982669913189,0.48728415298726935
312,3.734327015918932,3.70581544395195,3.5314909606565306,3.2498791495168824,3.734327015918932,3.2498791495168824,0.5845754487588365,,0.4844478664020495,0.7392639560373185
313,3.537094208743078,3.7075420391017975,3.6275745738019567,3.789674219142119,3.6275745738019567,3.789674219142119,-0.1956030348985611,,-0.1620996453401622,0.24959465073055775
314,3.763438675223304,3.753168940841539,3.748224966577374,3.7222705274205548,3.763438675223304,3.7222705274205548,0.04967694182471595,,0.041168147802749466,0.40354157226664067
315,3.937714399397814,3.8232585423216485,3.8846278091747166,4.020117958948998,3.937714399397814,4.020117958948998,-0.09943504997084918,,-0.08240355955118428,0.3099532883483862
316,3.6643874005000368,3.7074111181505844,3.637140300166722,3.8013392829451367,3.6643874005000368,3.8013392829451367,-0.16525763387771836,,-0.13695188244509993,0.2686405636189428
317,3.8645666398459873,3.532882124219258,3.9009725544629026,3.712611853731378,3.9009725544629026,3.712611853731378,0.22729182806902357,,0.18836070073152467,0.5150193427784227
318,3.6589152303797854,3.341952281707744,3.353370278460868,3.627879420394675,3.6589152303797854,3.627879420394675,0.03745041274386143,,0.03103580998511024,0.3958677436149343
413,3.996811071893098,3.9228838224915874,3.814122951425007,3.5755662300391595,3.996811071893098,3.5755662300391595,0.5083093755639446,,0.4212448418539383,0.6913965053678935
414,4.052567523639249,3.91333143213414,3.8401392399198007,3.88090179160737,4.052567523639249,3.88090179160737,0.20714627785307824,,0.17166573203187907,0.5023752391714892
415,3.476491053655695,3.6440383720381155,3.8438549345008055,3.5428064769912955,3.8438549345008055,3.5428064769912955,0.3632703317568638,,0.30104845750951004,0.6003645565112292
416,3.689223421191175,3.9602114890866895,3.8395076472402576,3.8770808079809727,3.8395076472402576,3.8770808079809727,-0.04533892875701696,,-0.03757316074071504,0.3439060448642911
423,3.9638160006218914,3.7991754325533096,3.8340549581064054,3.6586477216488267,3.9638160006218914,3.6586477216488267,0.368241654055691,,0.30516827897306475,0.6034847450161864
424,3.7560539647541673,3.5866091610668027,3.3531959259346373,3.37647320181195,3.7560539647541673,3.37647320181195,0.45803400164635216,,0.3795807629422172,0.6598417932911684
425,3.907095856714207,3.7035015059636094,3.2771786668436564,3.078378421812308,3.907095856714207,3.078378421812308,1.0,,0.8287174349018991,1.0
437,3.707161334715278,3.793703106472989,3.75354871186187,3.677790209617266,3.75354871186187,3.677790209617266,0.09141656619493196,,0.07575850224460368,0.42973892748376313
439,3.412823818228647,3.3967349162225795,3.31457982833115,3.202718074946959,3.412823818228647,3.202718074946959,0.2535312211774087,,0.21010574328168818,0.5314881709558174
440,3.67136707649724,3.9482697474500545,3.461111727228395,3.639173885198346,3.67136707649724,3.639173885198346,0.03884700616043501,,0.032193191298893975,0.39674429807319583
441,3.46499987344947,3.706511163355819,3.2544761965750135,3.6689890862590078,3.46499987344947,3.6689890862590078,-0.24615050223202503,,-0.20398921280953797,0.21786916261127415
442,3.7891466598455783,4.072493134626304,3.7218142829546585,3.710196477385841,3.7891466598455783,3.710196477385841,0.09526791537707091,,0.0789501824597374,0.43215617881536983
455,3.989862951231054,3.876671766561091,3.8097930570454825,3.8075417519460872,3.989862951231054,3.8075417519460872,0.22000405880992394,,0.1823211992849667,0.5104452651986232
456,3.3220316811636486,3.3799014053163234,3.1245722878499396,3.135668305443097,3.3220316811636486,3.135668305443097,0.2248816881023056,,0.18636337572055162,0.513506648455372
457,3.747415767548405,3.82371949660753,3.9243024437742053,3.7120175412751064,3.9243024437742053,3.7120175412751064,0.25616077755650035,,0.21228490249909893,0.5331385792564648
458,3.714794929605529,3.838812629125358,3.9152994586390832,4.406957846226552,3.9152994586390832,4.406957846226552,-0.593276268702697,,-0.49165838758746894,0.0
459,3.7411696347469783,3.7860397678411233,3.4380899941127163,3.540640853470104,3.7411696347469783,3.540640853470104,0.24197485515749054,,0.20052878127687412,0.5242349617999891
